Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_480007	CDS	-2	210462	211076	no		"Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)"	402.1	5.00E+89	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_500001	CDS	-1	212506	212718	no		conserved protein of unknown function	77	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_500002	CDS	-2	212634	212753	no		protein of unknown function	67.8	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_500003	CDS	-1	213082	213504	no		protein of unknown function	134	01MY3	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_500004	CDS	-2	213552	213827	no		protein of unknown function	102.1	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_510002	CDS	-2	214077	215336	no	glt	Glutamate:proton symporter	765	05CK2	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_510003	CDS	-3	215567	216439	no	tesB	Acyl-CoA thioesterase 2	582	05C29	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_510004	CDS	2	216731	219304	no	plsB	Glycerol-3-phosphate acyltransferase	1681.4	5.00E+55	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_560001	CDS	-2	225951	227756	no	fepA	ferric enterobactin outer membrane transporter	1169.1	07RNH	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_560002	CDS	-2	227931	228569	no	nfuA	Fe/S biogenesis protein NfuA	437.6	07RUK	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_560003	CDS	1	228712	229347	no		Intramembrane serine protease GlpG	398.3	08Y5X	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_560005	CDS	3	229785	231332	no		conserved protein of unknown function	996.9	05D4N	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_560006	CDS	-3	231422	233041	no	pitA	Low-affinity inorganic phosphate transporter 1	1030	07RI2	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_560007	CDS	1	233476	237162	no	metH	cobalamin-dependent methionine synthase	2411.7	05C3R	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_560008	CDS	-2	237369	238625	no		RES domain-containing protein	140.2	08Q6Q	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_570001	CDS	1	238936	239049	no		protein of unknown function	83.2	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_570002	CDS	1	239212	239331	no		protein of unknown function	85.5	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_570003	CDS	3	239295	239453	no		protein of unknown function	67	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_570004	CDS	2	239363	239611	no		protein of unknown function	119	0AZ3N	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_580001	CDS	2	240884	241555	no		protein of unknown function	116.3	08UET	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_580002	CDS	3	241545	241826	no		protein of unknown function	164.9	06V62	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590001	CDS	-1	241918	243636	no		ATP-dependent Clp protease ATP-binding subunit ClpA	1107.4	05C2Z	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590002	CDS	-1	243646	244062	no		ATP-dependent Clp protease adaptor protein ClpS	287.3	05KAE	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590003	CDS	-2	244080	244826	no		conserved protein of unknown function	479.6	05GZE	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590005	CDS	-1	244906	245955	no	argC	N-acetyl-gamma-glutamyl-phosphate reductase	696	05C0N	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590006	CDS	-2	246069	247181	no		Putative Heme-regulated two-component response regulator	716.8	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590007	CDS	-1	247363	248046	no		conserved protein of unknown function	464.5	07UCH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590008	CDS	-3	248174	248845	no	rpiA	ribose-5-phosphate isomerase A	431	5.00E+66	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590009	CDS	1	248953	250491	no	ilvA	threonine deaminase	1008.4	05C7B	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590011	CDS	1	251176	251829	no	ktrA	Ktr system potassium uptake protein A	420.6	07ZYR	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590012	CDS	3	251826	253175	no	ktrB	Ktr system potassium uptake protein B	825.9	05CZN	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590013	CDS	-2	253236	254375	no		Phospholipase A1 precursor ; Outer membrane phospholipase A	763.5	05HDD	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590014	CDS	-3	254393	257332	no		Peptidase M16	1922.9	07QYI	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590015	CDS	-3	257492	257941	no		Acetyltransferase (GNAT) family protein	300.8	05YIT	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590016	CDS	3	258045	259085	no		Ribokinase	629.8	05CRY	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590017	CDS	2	259082	259411	no	bphF	(2Fe-2S)-binding protein	214.5	05WH4	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590018	CDS	2	259430	260047	no		conserved membrane protein of unknown function	67.4	05PV3	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590020	CDS	3	260925	262505	no	cydA	cytochrome bd-I ubiquinol oxidase subunit I	1038.1	05C4M	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590021	CDS	2	262502	263647	no	cydB	cytochrome bd-I ubiquinol oxidase subunit II	765.4	05CFY	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590022	CDS	2	263777	264079	no		Cytochrome bd biosynthesis protein	211.8	06FZ2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590023	CDS	-3	264134	264745	no		conserved membrane protein of unknown function	384	08ZD1	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590024	CDS	-3	264761	266821	no	betT	choline:H(+) symporter	1362.4	05C94	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590025	CDS	2	267368	267994	no	betI	DNA-binding transcriptional repressor BetI	404.8	08MHR	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590026	CDS	3	267987	269459	no	betB	betaine aldehyde dehydrogenase	947.2	05C26	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590027	CDS	3	269580	271244	no	betA	choline dehydrogenase	1143.6	05CZ6	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590028	CDS	3	271743	273377	no	mqo	malate:quinone oxidoreductase	1053.1	05DWT	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590029	CDS	3	273450	274724	no		MFS transporter	785.8	05E8G	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590031	CDS	-2	275349	276485	no	mrdB	SEDS family protein MrdB	734.2	05CNI	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590032	CDS	-3	276599	277318	no	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	453.8	05CE5	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_590033	CDS	-2	277278	277673	no	ftsB	Cell division protein FtsB	252.3	05XX3	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590034	CDS	-1	277687	278976	no	eno	enolase	830.5	05C70	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590035	CDS	-1	279037	279894	no	kdsA	3-deoxy-D-manno-octulosonate 8-phosphate synthase	575.9	05CXR	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590036	CDS	-3	279926	281656	no	pyrG	CTP synthetase	1085.5	05C8D	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_590038	CDS	-2	282255	283145	no	yafC	putative LysR family transcriptional regulator YafC	550.4	05HEI	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590039	CDS	2	283256	284062	no	dkgB	methylglyoxal reductase DkgB	512.7	05CV8	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590040	CDS	1	284071	285240	no	ydhP	putative transporter YdhP	702.6	05F27	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590041	CDS	-3	285299	286396	no		Alpha/beta hydrolase	750	0893F	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590042	CDS	-1	286477	286890	no		Nuclear transport factor 2 family protein	265.8	05Q2A	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590043	CDS	-1	287083	289107	no	fadH	"2,4-dienoyl-CoA reductase"	1342.4	05CCY	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590044	CDS	2	289238	289816	no		conserved protein of unknown function	370.9	05GU6	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590045	CDS	3	289839	290504	no		protein of unknown function	455.7	089K4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590046	CDS	3	290505	290750	no		protein of unknown function	156	089K4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590047	CDS	-3	290909	291688	no		conserved protein of unknown function	540	08VH2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590048	CDS	-2	291738	292250	no		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	339	08YYX	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590049	CDS	-3	292259	292924	no		Nucleoside-diphosphate sugar epimerase	418.7	05K4T	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_590049	CDS	-3	292259	292924	no		Nucleoside-diphosphate sugar epimerase	418.7	05K4T	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590050	CDS	2	293138	293404	no	rpsT	30S ribosomal subunit protein S20	158.3	05KQV	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590051	CDS	-3	293639	296311	no	stcE	Metalloprotease StcE	1685.2	08MA4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590053	CDS	-1	297298	298029	no		Histidine phosphatase family protein	498.4	05YSR	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590054	CDS	-1	298084	298938	no	cysQ	"3'(2'),5'-bisphosphate nucleotidase CysQ"	575.5	08RNI	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590057	CDS	1	300919	301593	no		putative GMP/IMP nucleotidase YrfG	464.2	07Y3D	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590058	CDS	2	301586	302029	no	hslR	heat shock protein Hsp15	282.7	05VEJ	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590059	CDS	2	302144	303187	no	recA	DNA recombination/repair protein RecA	674.5	05C68	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590060	CDS	3	303294	303899	no	recX	Regulatory protein RecX	384	05Y3E	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590061	CDS	3	304737	305573	no		TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain	329.3	COG1729	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590062	CDS	-3	305633	306421	no	lpxA	UDP-N-acetylglucosamine acyltransferase	521.2	05DAF	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590063	CDS	-1	306418	306906	no	fabZ	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	317.4	08YXN	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_590064	CDS	-3	306911	307978	no	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	676.4	05D7M	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590065	CDS	-3	307982	308491	no		Outer membrane protein H precursor	289.7	05X4K	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590066	CDS	-3	308510	311032	no	bamA	Outer membrane protein assembly factor BamA	1583.9	05E1Z	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590067	CDS	-3	311078	312433	no	rseP	intramembrane zinc metalloprotease	859.4	05DZP	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590068	CDS	-1	312436	313632	no	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	762.7	05CEA	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_590069	CDS	-1	313633	314457	no	cdsA	CDP-diglyceride synthetase	518.8	05KNE	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_590070	CDS	-1	314461	315213	no	ispU	undecaprenyl diphosphate synthase	500.7	05CR3	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_590071	CDS	-2	315222	315776	no	frr	ribosome-recycling factor	347.1	08VCV	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590072	CDS	-1	315856	316584	no	pyrH	UMP kinase	474.2	05C41	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_590073	CDS	-3	316628	317971	no	rimO	ribosomal protein S12 methylthiotransferase RimO	901	05CBM	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590074	CDS	2	318323	319432	no	glnL	sensory histidine kinase NtrB	725.7	05CUX	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590075	CDS	3	319419	320900	no	glnG	DNA-binding transcriptional dual regulator NtrC	982.6	05C1W	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590077	CDS	2	321332	321763	no		Phosphohydrolase	151	05M5N	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590078	CDS	2	321875	322783	no		LysR family transcriptional regulator	594.7	05EMX	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590079	CDS	-1	323086	323880	no	map	methionine aminopeptidase	545.4	05CA1	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590080	CDS	1	324232	325518	no	brnQ	branched chain amino acid transporter BrnQ	792	05CWM	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590083	CDS	-1	326317	326775	no		conserved membrane protein of unknown function	284.6	05Q3F	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590084	CDS	1	326899	327756	no		Alpha/beta fold hydrolase	578.9	05HD9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590085	CDS	2	327974	329338	no	aroP	aromatic amino acid:H(+) symporter AroP	863.2	05C85	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590086	CDS	2	329555	330040	no	lrp	Leucine-responsive regulatory protein	317	08ZDR	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_590088	CDS	-2	330273	331496	no	gltS	glutamate:sodium symporter	749.2	05D6U	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_590089	CDS	-2	331701	333932	no		Outer membrane receptor for ferric-pyochelin FptA	1085.9	COG4773	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_590092	CDS	-2	335532	338171	no	acnB	Aconitate hydratase B	1720.3	07QIJ	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_590095	CDS	-3	339323	339757	no		Hemolysin	276.6	06A6I	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590097	CDS	-3	340553	341137	no		Glycoside hydrolase	233.4	01S0D	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590100	CDS	-3	341999	342568	no		protein of unknown function	70.1	06EVE	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590101	CDS	-2	342570	347918	no		Membrane protein involved in Golgi transport	807.7	05XJI	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590103	CDS	-3	348293	348934	no		Tail protein	189.1	08WJ6	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590104	CDS	-2	348927	349670	no		Phage tail assembly protein #Phage tail assembly protein K	265	07BWH	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590105	CDS	-3	349673	350461	no		Tail protein	279.3	05FAJ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590106	CDS	-3	350474	350914	no		conserved protein of unknown function	67.8	02A88	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590107	CDS	1	350995	351576	no		protein of unknown function	63.5	0862Q	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590108	CDS	-2	351573	351794	no		protein of unknown function	127.9	024SD	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590109	CDS	-2	351864	353117	no		FGE-sulfatase domain-containing protein	278.5	08SVU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590110	CDS	-1	353170	353514	no		Phage-related protein	95.1	05QYX	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590111	CDS	-2	353511	357527	no		Membrane-bound lytic murein transglycosylase D	800.8	08NJP	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590113	CDS	-2	358902	359693	no		conserved protein of unknown function	203.4	05HWN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590116	CDS	2	360368	360694	no		Arc domain-containing protein	73.2	069KQ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590119	CDS	-3	361514	362428	no		conserved protein of unknown function	196.1	0XUV2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590120	CDS	-2	362490	362924	no		conserved protein of unknown function	95.1	06UIK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590121	CDS	-3	362921	363313	no		conserved protein of unknown function	79.3	070SX	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590124	CDS	-1	363943	364317	no		conserved protein of unknown function	107.1	0701Q	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590125	CDS	-2	364314	364688	no		conserved protein of unknown function	60.1	06Y7C	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590127	CDS	-3	365327	366283	no		conserved protein of unknown function	426	08N26	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_590128	CDS	-1	366304	367062	no		conserved protein of unknown function	254.6	08RZQ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590129	CDS	-2	367185	368060	no		protein of unknown function	139.8	020UB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590130	CDS	-3	368261	369385	no		Phage head morphogenesis protein	374	062NT	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590131	CDS	-1	369388	370824	no		conserved protein of unknown function	255.8	07ET6	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590132	CDS	-3	370826	372229	no		Terminase	802.7	05V4M	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590133	CDS	-2	372219	372686	no		conserved protein of unknown function	211.5	05H4X	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590134	CDS	-2	372732	373388	no		conserved protein of unknown function	214.2	08S8Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590136	CDS	-3	373688	373921	no		conserved protein of unknown function	64.7	06I5A	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590139	CDS	-1	374686	374961	no		conserved protein of unknown function	68.6	08C1Q	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590142	CDS	-2	375903	376472	no		conserved protein of unknown function	105.1	05T6V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590144	CDS	-1	377014	377424	no		conserved protein of unknown function	207.2	06AG5	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_590146	CDS	-1	377536	377931	no		HNH endonuclease	152.1	05MGN	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
