COGs IDS	COG_Ids	func	name
COG0445	COG0445	J	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA
COG0446	COG0446	I	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase
COG0447	COG0447	H	1,4-Dihydroxy-2-naphthoyl-CoA synthase
COG0448	COG0448	G	ADP-glucose pyrophosphorylase
COG0449	COG0449	M	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	COG0450	V	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)
COG0451	COG0451	M	Nucleoside-diphosphate-sugar epimerase
COG0452	COG0452	H	Phosphopantothenoylcysteine synthetase/decarboxylase
COG0454	COG0454	K	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)
COG0455	COG0455	D	MinD-like ATPase involved in chromosome partitioning or flagellar assembly
COG0456	COG0456	J	Ribosomal protein S18 acetylase RimI and related acetyltransferases
COG0457	COG0457	R	Tetratricopeptide (TPR) repeat
COG0458	COG0458	E	Carbamoylphosphate synthase large subunit
COG0459	COG0459	O	Chaperonin GroEL (HSP60 family)
COG0460	COG0460	E	Homoserine dehydrogenase
COG0461	COG0461	F	Orotate phosphoribosyltransferase
COG0462	COG0462	F	Phosphoribosylpyrophosphate synthetase
COG0463	COG0463	M	Glycosyltransferase involved in cell wall bisynthesis
COG0464	COG0464	M	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family
COG0465	COG0465	O	ATP-dependent Zn proteases
COG0466	COG0466	O	ATP-dependent Lon protease, bacterial type
COG0467	COG0467	T	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family
COG0468	COG0468	L	RecA/RadA recombinase
COG0469	COG0469	G	Pyruvate kinase
COG0470	COG0470	L	DNA polymerase III, delta prime subunit
COG0471	COG0471	G	Di- and tricarboxylate transporter
COG0472	COG0472	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
COG0473	COG0473	C	Isocitrate/isopropylmalate dehydrogenase
COG0474	COG0474	P	Magnesium-transporting ATPase (P-type)
COG0475	COG0475	P	Kef-type K+ transport system, membrane component KefB
COG0476	COG0476	H	Molybdopterin or thiamine biosynthesis adenylyltransferase
COG0477	COG0477	G	MFS family permease
COG0479	COG0479	C	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
COG0480	COG0480	J	Translation elongation factor EF-G, a GTPase
COG0481	COG0481	J	Translation elongation factor EF-4, membrane-bound GTPase
COG0482	COG0482	J	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain
COG0483	COG0483	G	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family
COG0484	COG0484	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	COG0486	J	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE
COG0488	COG0488	R	ATPase components of ABC transporters with duplicated ATPase domains
COG0489	COG0489	D	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster
COG0491	COG0491	R	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II
COG0492	COG0492	O	Thioredoxin reductase
COG0493	COG0493	E	NADPH-dependent glutamate synthase beta chain or related oxidoreductase
COG0494	COG0494	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family
COG0495	COG0495	J	Leucyl-tRNA synthetase
COG0496	COG0496	L	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE
COG0497	COG0497	L	DNA repair ATPase RecN
COG0498	COG0498	E	Threonine synthase
COG0499	COG0499	H	S-adenosylhomocysteine hydrolase
COG0500	COG0500	Q	SAM-dependent methyltransferase
COG0501	COG0501	O	Zn-dependent protease with chaperone function
COG0502	COG0502	H	Biotin synthase or related enzyme
COG0503	COG0503	F	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein
COG0504	COG0504	F	CTP synthase (UTP-ammonia lyase)
COG0505	COG0505	E	Carbamoylphosphate synthase small subunit
COG0506	COG0506	E	Proline dehydrogenase
COG0507	COG0507	L	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I
COG0508	COG0508	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component
COG0509	COG0509	E	Glycine cleavage system H protein (lipoate-binding)
COG0510	COG0510	H	Thiamine kinase and related kinases
COG0511	COG0511	H	Biotin carboxyl carrier protein
COG0512	COG0512	E	Anthranilate/para-aminobenzoate synthase component II
COG0513	COG0513	L	Superfamily II DNA and RNA helicase
COG0514	COG0514	L	Superfamily II DNA helicase RecQ
COG0515	COG0515	T	Serine/threonine protein kinase
COG0516	COG0516	F	IMP dehydrogenase/GMP reductase
COG0517	COG0517	T	CBS domain
COG0518	COG0518	F	GMP synthase - Glutamine amidotransferase domain
COG0519	COG0519	F	GMP synthase, PP-ATPase domain/subunit
COG0520	COG0520	E	Selenocysteine lyase/Cysteine desulfurase
COG0521	COG0521	H	Molybdopterin biosynthesis enzyme MoaB
COG0522	COG0522	J	Ribosomal protein S4 or related protein
COG0523	COG0523	R	GTPase, G3E family
COG0524	COG0524	G	Sugar or nucleoside kinase, ribokinase family
COG0525	COG0525	J	Valyl-tRNA synthetase
COG0526	COG0526	O	Thiol-disulfide isomerase or thioredoxin
COG0527	COG0527	E	Aspartokinase
COG0528	COG0528	F	Uridylate kinase
COG0529	COG0529	P	Adenylylsulfate kinase or related kinase
COG0530	COG0530	P	Ca2+/Na+ antiporter
COG0531	COG0531	E	Amino acid transporter
COG0532	COG0532	J	Translation initiation factor IF-2, a GTPase
COG0533	COG0533	J	tRNA A37 threonylcarbamoyltransferase TsaD
COG0534	COG0534	V	Na+-driven multidrug efflux pump
COG0535	COG0535	R	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family
COG0536	COG0536	D	GTPase involved in cell partioning and DNA repair
COG0537	COG0537	F	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
COG0538	COG0538	C	Isocitrate dehydrogenase
COG0539	COG0539	J	Ribosomal protein S1
COG0540	COG0540	F	Aspartate carbamoyltransferase, catalytic chain
COG0541	COG0541	U	Signal recognition particle GTPase
COG0542	COG0542	O	ATP-dependent Clp protease ATP-binding subunit ClpA
COG0543	COG0543	H	NAD(P)H-flavin reductase
COG0544	COG0544	O	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0545	COG0545	O	FKBP-type peptidyl-prolyl cis-trans isomerase
COG0546	COG0546	C	Phosphoglycolate phosphatase, HAD superfamily
COG0547	COG0547	E	Anthranilate phosphoribosyltransferase
COG0548	COG0548	E	Acetylglutamate kinase
COG0549	COG0549	E	Carbamate kinase
COG0550	COG0550	L	DNA topoisomerase IA
COG0551	COG0551	L	ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1
COG0552	COG0552	U	Signal recognition particle GTPase
COG0553	COG0553	K	Superfamily II DNA or RNA helicase, SNF2 family
COG0554	COG0554	C	Glycerol kinase
COG0555	COG0555	P	ABC-type sulfate transport system, permease component
COG0556	COG0556	L	Excinuclease UvrABC helicase subunit UvrB
COG0557	COG0557	K	Exoribonuclease R
COG0558	COG0558	I	Phosphatidylglycerophosphate synthase
COG0559	COG0559	E	Branched-chain amino acid ABC-type transport system, permease component
COG0560	COG0560	E	Phosphoserine phosphatase
COG0561	COG0561	H	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
COG0562	COG0562	M	UDP-galactopyranose mutase
COG0563	COG0563	F	Adenylate kinase or related kinase
COG0564	COG0564	J	Pseudouridylate synthase, 23S rRNA- or tRNA-specific
COG0565	COG0565	J	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase
COG0566	COG0566	J	tRNA G18 (ribose-2'-O)-methylase SpoU
COG0567	COG0567	C	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	COG0568	K	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	COG0569	P	Trk K+ transport system, NAD-binding component
COG0571	COG0571	K	dsRNA-specific ribonuclease
COG0572	COG0572	F	Uridine kinase
COG0573	COG0573	P	ABC-type phosphate transport system, permease component
COG0574	COG0574	G	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	COG0575	I	CDP-diglyceride synthetase
COG0576	COG0576	O	Molecular chaperone GrpE (heat shock protein)
COG0577	COG0577	V	ABC-type antimicrobial peptide transport system, permease component
COG0578	COG0578	C	Glycerol-3-phosphate dehydrogenase
COG0579	COG0579	G	L-2-hydroxyglutarate oxidase LhgO
COG0580	COG0580	G	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)
COG0581	COG0581	P	ABC-type phosphate transport system, permease component
COG0582	COG0582	L	Integrase
COG0583	COG0583	K	DNA-binding transcriptional regulator, LysR family
COG0584	COG0584	I	Glycerophosphoryl diester phosphodiesterase
COG0585	COG0585	J	tRNA(Glu) U13 pseudouridine synthase TruD
COG0586	COG0586	S	Uncharacterized membrane protein DedA, SNARE-associated domain
COG0587	COG0587	L	DNA polymerase III, alpha subunit
COG0588	COG0588	G	Phosphoglycerate mutase (BPG-dependent)
COG0589	COG0589	T	Nucleotide-binding universal stress protein,  UspA family
COG0590	COG0590	J	tRNA(Arg) A34 adenosine deaminase TadA
COG0591	COG0591	E	Na+/proline symporter
COG0592	COG0592	L	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog
COG0593	COG0593	L	Chromosomal replication initiation ATPase DnaA
COG0594	COG0594	J	RNase P protein component
COG0595	COG0595	J	mRNA degradation ribonuclease J1/J2
COG0596	COG0596	H	Pimeloyl-ACP methyl ester carboxylesterase
COG0597	COG0597	M	Lipoprotein signal peptidase
COG0598	COG0598	P	Mg2+ and Co2+ transporter CorA
COG0599	COG0599	R	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family
COG0600	COG0600	P	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	COG0601	E	ABC-type dipeptide/oligopeptide/nickel transport system, permease component
COG0602	COG0602	R	Organic radical activating enzyme
COG0603	COG0603	J	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
COG0604	COG0604	C	NADPH:quinone reductase or related Zn-dependent oxidoreductase
COG0605	COG0605	P	Superoxide dismutase
COG0606	COG0606	O	Predicted ATPase with chaperone activity
COG0607	COG0607	P	Rhodanese-related sulfurtransferase
COG0608	COG0608	L	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation
COG0609	COG0609	P	ABC-type Fe3+-siderophore transport system, permease component
COG0610	COG0610	V	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...
COG0611	COG0611	H	Thiamine monophosphate kinase
COG0612	COG0612	R	Predicted Zn-dependent peptidase
COG0613	COG0613	R	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain
COG0614	COG0614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0615	COG0615	M	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family
COG0616	COG0616	O	Periplasmic serine protease, ClpP class
COG0617	COG0617	J	tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	COG0618	F	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs
COG0619	COG0619	H	Energy-coupling factor transporter transmembrane protein EcfT
COG0620	COG0620	E	Methionine synthase II (cobalamin-independent)
COG0621	COG0621	J	tRNA A37 methylthiotransferase MiaB
COG0622	COG0622	R	Predicted phosphodiesterase
COG0623	COG0623	I	Enoyl-[acyl-carrier-protein] reductase (NADH)
COG0624	COG0624	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase
COG0625	COG0625	O	Glutathione S-transferase
COG0626	COG0626	E	Cystathionine beta-lyase/cystathionine gamma-synthase
COG0627	COG0627	V	S-formylglutathione hydrolase FrmB
COG0628	COG0628	R	Predicted PurR-regulated permease PerM
COG0629	COG0629	L	Single-stranded DNA-binding protein
COG0630	COG0630	U	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase
COG0631	COG0631	T	Serine/threonine protein phosphatase PrpC
COG0632	COG0632	L	Holliday junction resolvasome RuvABC DNA-binding subunit
COG0633	COG0633	C	Ferredoxin
COG0634	COG0634	F	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	COG0635	H	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase
COG0636	COG0636	C	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	COG0637	G	Beta-phosphoglucomutase or related phosphatase, HAD superfamily
COG0638	COG0638	O	20S proteasome, alpha and beta subunits
COG0639	COG0639	T	Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family
COG0640	COG0640	K	DNA-binding transcriptional regulator, ArsR family
COG0641	COG0641	O	Sulfatase maturation enzyme AslB, radical SAM superfamily
COG0642	COG0642	T	Signal transduction histidine kinase
COG0643	COG0643	N	Chemotaxis protein histidine kinase CheA
COG0644	COG0644	C	Dehydrogenase (flavoprotein)
COG0645	COG0645	R	Predicted kinase
COG0646	COG0646	E	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	COG0647	F	Ribonucleotide monophosphatase NagD, HAD superfamily
COG0648	COG0648	L	Endonuclease IV
COG0649	COG0649	C	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0651	COG0651	C	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	COG0652	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	COG0653	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	COG0654	H	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0655	COG0655	C	Multimeric flavodoxin WrbA
COG0656	COG0656	Q	Aldo/keto reductase, related to diketogulonate reductase
COG0657	COG0657	I	Acetyl esterase/lipase
COG0658	COG0658	R	Predicted membrane metal-binding protein
COG0659	COG0659	P	Sulfate permease or related transporter, MFS superfamily
COG0661	COG0661	H	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family
COG0662	COG0662	G	Mannose-6-phosphate isomerase, cupin superfamily
COG0663	COG0663	R	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily
COG0664	COG0664	T	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0665	COG0665	E	Glycine/D-amino acid oxidase (deaminating)
COG0666	COG0666	T	Ankyrin repeat
COG0667	COG0667	R	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0668	COG0668	M	Small-conductance mechanosensitive channel
COG0669	COG0669	H	Phosphopantetheine adenylyltransferase
COG0670	COG0670	R	Integral membrane protein, interacts with FtsH
COG0671	COG0671	I	Membrane-associated phospholipid phosphatase
COG0672	COG0672	P	High-affinity Fe2+/Pb2+ permease
COG0673	COG0673	R	Predicted dehydrogenase
COG0674	COG0674	C	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
COG0675	COG0675	X	Transposase
COG0676	COG0676	G	D-hexose-6-phosphate mutarotase
COG0677	COG0677	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0678	COG0678	O	Peroxiredoxin
COG0679	COG0679	R	Predicted permease
COG0680	COG0680	C	Ni,Fe-hydrogenase maturation factor
COG0681	COG0681	U	Signal peptidase I
COG0682	COG0682	M	Prolipoprotein diacylglyceryltransferase
COG0683	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component
COG0684	COG0684	J	Regulator of RNase E activity RraA
COG0685	COG0685	E	5,10-methylenetetrahydrofolate reductase
COG0686	COG0686	E	Alanine dehydrogenase
COG0687	COG0687	E	Spermidine/putrescine-binding periplasmic protein
COG0688	COG0688	I	Phosphatidylserine decarboxylase
COG0689	COG0689	J	Ribonuclease PH
COG0690	COG0690	U	Preprotein translocase subunit SecE
COG0691	COG0691	O	tmRNA-binding protein
COG0692	COG0692	L	Uracil DNA glycosylase
COG0693	COG0693	R	Putative intracellular protease/amidase
COG0694	COG0694	O	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain
COG0695	COG0695	O	Glutaredoxin
COG0696	COG0696	G	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)
COG0697	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily
COG0698	COG0698	G	Ribose 5-phosphate isomerase RpiB
COG0699	COG0699	L	Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)
COG0700	COG0700	S	Spore maturation protein SpmB (function unknown)
COG0701	COG0701	S	Uncharacterized membrane protein YraQ, UPF0718 family
COG0702	COG0702	R	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0703	COG0703	E	Shikimate kinase
COG0704	COG0704	P	Phosphate uptake regulator
COG0705	COG0705	O	Membrane associated serine protease, rhomboid family
COG0706	COG0706	M	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins
COG0707	COG0707	M	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	COG0708	L	Exonuclease III
COG0709	COG0709	E	Selenophosphate synthase
COG0710	COG0710	E	3-dehydroquinate dehydratase
COG0711	COG0711	C	FoF1-type ATP synthase, membrane subunit b or b'
COG0712	COG0712	C	FoF1-type ATP synthase, delta subunit
COG0713	COG0713	C	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	COG0714	R	MoxR-like ATPase
COG0715	COG0715	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component
COG0716	COG0716	C	Flavodoxin
COG0717	COG0717	F	Deoxycytidine triphosphate deaminase
COG0718	COG0718	R	Conserved DNA-binding protein YbaB (function unknown)
COG0719	COG0719	O	Fe-S cluster assembly scaffold protein SufB
COG0720	COG0720	H	6-pyruvoyl-tetrahydropterin synthase
COG0721	COG0721	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0722	COG0722	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG0723	COG0723	C	Rieske Fe-S protein
COG0724	COG0724	J	 RNA recognition motif (RRM) domain
COG0725	COG0725	P	ABC-type molybdate transport system, periplasmic component
COG0726	COG0726	G	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family
COG0727	COG0727	R	Fe-S-cluster containining protein
COG0728	COG0728	M	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase
COG0729	COG0729	M	Outer membrane translocation and assembly module TamA
COG0730	COG0730	S	Uncharacterized membrane protein YfcA
COG0732	COG0732	V	Restriction endonuclease S subunit
COG0733	COG0733	R	Na+-dependent transporter, SNF family
COG0735	COG0735	P	Fe2+ or Zn2+ uptake regulation protein
COG0736	COG0736	I	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	COG0737	F	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family
COG0738	COG0738	G	Fucose permease
COG0739	COG0739	M	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain
COG0740	COG0740	O	ATP-dependent protease ClpP, protease subunit
COG0741	COG0741	M	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	COG0742	J	16S rRNA G966 N2-methylase RsmD
COG0743	COG0743	I	1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	COG0744	M	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	COG0745	T	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
COG0746	COG0746	H	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	COG0747	E	ABC-type transport system, periplasmic component
